Farm_ID,State,District,Crop,Season,Farm_Area_Hectares,Rainfall_mm,Avg_Temperature_C,Humidity_pct,Sunlight_Hours_Day,Soil_pH,Soil_Moisture_pct,Nitrogen_kg_ha,Phosphorus_kg_ha,Potassium_kg_ha,Irrigation_Method,Fertilizer_kg_ha,Pesticide_Litre_ha,Seed_Quality_Score,Yield_Tonnes_Ha,Production_Tonnes,Market_Price_INR_Tonne,Total_Cost_INR,Revenue_INR,Profit_INR,Water_Used_m3,Water_Efficiency_t_per_1000m3,Disease_Pest_Risk_pct,Profit_Per_Ha_INR,Cost_Per_Ha_INR,Revenue_Per_Ha_INR
SF13228,Maharashtra,Nalgonda,Cotton,Rabi,14.58,639.9,31.1,60.5,9.2,6.09,22.7,148.3,63.9,65.3,Sprinkler,167.9,3.7,0.98,1.28,18.66,64081,1000120,1195751.0,195631.0,10784,1.73,52.5,13417.76,68595.34,82013.1
SF13229,Karnataka,Nashik,Cotton,Kharif,2.51,1026.5,27.2,59.5,6.8,6.6,46.1,113.4,93.0,136.9,Flood,140.1,7.19,0.85,1.98,4.97,70045,190083,348124.0,158041.0,2129,2.334,36.8,62964.54,75730.28,138694.82
SF13230,Telangana,Erode,Maize,Kharif,7.34,665.7,30.6,52.1,5.8,6.55,43.0,134.7,34.3,120.7,Flood,182.0,4.47,0.68,4.27,31.34,24809,546967,777514.0,230547.0,5249,5.971,35.1,31409.67,74518.66,105928.34
SF13231,Telangana,Rajkot,Rice,Kharif,13.87,595.0,28.5,63.1,7.4,6.81,38.2,126.0,70.5,106.7,Sprinkler,174.9,3.64,0.89,4.27,59.22,22145,962506,1311427.0,348921.0,21469,2.758,43.6,25156.52,69394.81,94551.33
SF13232,Maharashtra,Nashik,Rice,Kharif,5.35,712.1,31.3,86.6,7.4,6.44,35.0,152.4,63.0,165.5,Flood,274.3,4.52,0.8,3.85,20.6,22471,412502,462903.0,50401.0,10568,1.949,64.5,9420.75,77103.18,86523.93
SF13233,Gujarat,Ludhiana,Rice,Kharif,4.51,505.3,30.0,65.1,7.4,5.95,26.2,175.2,41.2,116.3,Rainfed,179.0,3.81,0.67,1.8,8.12,20144,248234,163569.0,-84665.0,3665,2.216,59.1,-18772.73,55040.8,36268.07
SF13234,Gujarat,Erode,Wheat,Rabi,4.97,376.6,26.5,57.8,7.2,7.08,25.8,91.9,81.7,141.8,Drip,207.7,6.24,0.69,2.95,14.66,21856,318975,320409.0,1434.0,2691,5.448,47.1,288.53,64180.08,64468.61
SF13235,Telangana,Guntur,Wheat,Rabi,6.6,397.8,22.9,51.0,8.1,6.03,27.2,165.3,72.9,129.3,Drip,200.8,3.59,0.97,2.07,13.66,24683,465413,337170.0,-128243.0,3115,4.385,40.9,-19430.76,70517.12,51086.36
SF13236,Punjab,Ludhiana,Maize,Zaid,13.1,283.3,34.2,63.2,8.5,7.36,19.9,133.4,81.9,91.5,Rainfed,295.5,4.93,0.91,1.32,17.29,20422,990637,353096.0,-637541.0,3532,4.895,37.0,-48667.25,75621.15,26953.89
SF13237,Punjab,Indore,Maize,Rabi,14.6,197.3,22.8,46.4,7.2,6.66,20.0,49.7,43.0,64.1,Sprinkler,122.2,4.45,0.83,2.89,42.19,23805,764228,1004333.0,240105.0,7973,5.292,32.3,16445.55,52344.38,68789.93
SF13238,Telangana,Nashik,Pulses,Rabi,5.07,152.5,25.4,65.3,6.5,6.07,27.5,81.4,25.6,85.9,Drip,219.3,3.61,0.8,0.74,3.75,73797,369720,276739.0,-92981.0,1682,2.229,50.0,-18339.45,72923.08,54583.63
SF13239,Punjab,Ludhiana,Chilli,Kharif,5.33,822.4,29.8,72.3,5.4,7.06,32.5,146.4,55.9,87.8,Rainfed,368.0,8.39,0.95,2.03,10.82,92732,432412,1003360.0,570948.0,1831,5.909,56.8,107119.7,81127.95,188247.65
SF13240,Gujarat,Rajkot,Rice,Rabi,7.15,427.0,27.4,62.8,8.4,6.37,23.1,122.0,56.7,90.8,Drip,270.0,3.24,0.66,3.14,22.45,23211,452492,521087.0,68595.0,7172,3.13,69.3,9593.71,63285.59,72879.3
SF13241,Karnataka,Krishna,Sugarcane,Kharif,12.39,468.6,31.1,64.8,7.5,7.71,33.4,80.0,72.6,141.2,Drip,111.1,3.41,0.86,18.83,233.3,3422,630211,798353.0,168142.0,19326,12.072,56.4,13570.78,50864.49,64435.27
SF13242,Punjab,Krishna,Pulses,Zaid,12.33,690.6,27.7,57.9,6.7,6.98,19.1,139.0,43.7,131.2,Drip,139.6,7.03,0.66,1.31,16.15,70464,666951,1137994.0,471043.0,3592,4.496,26.9,38203.0,54091.73,92294.73
SF13243,Punjab,Nashik,Wheat,Kharif,14.01,888.5,28.5,66.5,7.3,6.66,37.9,151.2,45.4,109.1,Sprinkler,196.4,5.02,0.9,4.27,59.82,24903,923283,1489697.0,566414.0,7829,7.641,51.6,40429.26,65901.71,106330.98
SF13244,Gujarat,Rajkot,Wheat,Kharif,1.6,945.1,26.1,72.7,6.3,7.5,26.3,80.4,49.0,146.6,Drip,262.1,5.63,0.67,1.5,2.4,25370,110892,60888.0,-50004.0,699,3.433,54.8,-31252.5,69307.5,38055.0
SF13245,Karnataka,Guntur,Wheat,Kharif,5.77,865.7,26.7,66.7,6.2,7.27,27.1,77.8,41.5,131.4,Rainfed,181.4,3.85,0.67,2.14,12.35,21422,329228,264562.0,-64666.0,1600,7.719,50.6,-11207.28,57058.58,45851.3
SF13246,Telangana,Erode,Cotton,Rabi,3.54,170.4,26.6,54.2,9.1,7.03,29.2,63.1,47.7,121.4,Drip,131.8,0.5,0.92,1.11,3.93,63704,206908,250357.0,43449.0,2544,1.545,37.7,12273.73,58448.59,70722.32
SF13247,Maharashtra,Nashik,Pulses,Kharif,12.78,942.2,25.6,69.3,8.2,5.2,28.3,140.1,61.8,73.2,Rainfed,219.4,3.03,0.79,0.3,3.83,72651,699816,278253.0,-421563.0,2601,1.473,60.1,-32986.15,54758.69,21772.54
SF13248,Gujarat,Nalgonda,Cotton,Kharif,13.31,738.9,31.6,80.3,6.1,5.78,39.7,105.4,78.1,111.8,Flood,174.9,8.58,0.8,0.59,7.85,70973,1010594,557138.0,-453456.0,14612,0.537,46.0,-34068.82,75927.42,41858.6
SF13249,Tamil Nadu,Nashik,Maize,Rabi,2.88,492.6,26.6,45.1,7.3,6.43,25.3,146.2,62.8,82.5,Drip,135.8,7.0,0.91,4.72,13.59,18588,154504,252611.0,98107.0,1479,9.189,39.0,34064.93,53647.22,87712.15
SF13250,Punjab,Indore,Pulses,Kharif,13.3,940.1,30.2,65.1,5.7,7.03,28.0,107.9,39.8,128.6,Drip,218.7,6.73,0.94,1.21,16.09,75757,816402,1218930.0,402528.0,4193,3.837,48.9,30265.26,61383.61,91648.87
SF13251,Madhya Pradesh,Nashik,Wheat,Kharif,4.03,816.7,26.5,80.9,7.9,6.86,30.6,112.0,55.2,99.5,Flood,248.1,6.44,0.86,3.53,14.23,28570,294799,406551.0,111752.0,2328,6.113,48.7,27730.02,73151.12,100881.14
SF13252,Karnataka,Nalgonda,Pulses,Rabi,6.33,221.0,25.0,55.8,8.1,6.65,20.0,78.1,62.8,115.8,Sprinkler,187.1,7.04,0.97,1.04,6.58,81589,472450,536856.0,64406.0,2388,2.755,17.1,10174.72,74636.65,84811.37
SF13253,Madhya Pradesh,Raichur,Maize,Rabi,1.0,381.4,24.1,44.2,7.6,6.17,19.3,108.4,44.3,108.1,Drip,188.0,2.65,0.89,3.16,3.16,22186,72032,70108.0,-1924.0,512,6.172,54.3,-1924.0,72032.0,70108.0
SF13254,Madhya Pradesh,Nalgonda,Wheat,Rabi,3.8,404.2,22.5,54.2,7.3,5.48,24.1,153.8,55.0,105.6,Flood,47.1,5.54,0.89,0.43,1.63,24183,275102,39418.0,-235684.0,2811,0.58,36.5,-62022.11,72395.26,10373.16
SF13255,Punjab,Guntur,Chilli,Kharif,5.31,833.2,29.7,70.3,8.5,7.5,28.8,85.1,67.1,59.5,Drip,186.5,7.48,0.81,1.29,6.85,115800,439426,793230.0,353804.0,2489,2.752,43.3,66629.76,82754.43,149384.18
SF13256,Tamil Nadu,Ludhiana,Groundnut,Rabi,0.5,307.7,25.9,54.5,6.3,6.55,17.5,172.0,61.7,149.7,Flood,243.8,5.82,0.94,1.29,0.64,66904,30044,42819.0,12775.0,315,2.032,27.3,25550.0,60088.0,85638.0
SF13257,Punjab,Guntur,Cotton,Kharif,7.34,813.3,28.7,76.5,8.1,6.73,30.6,83.5,65.1,86.1,Rainfed,247.9,5.68,0.73,1.7,12.48,64774,461887,808380.0,346493.0,2692,4.636,64.4,47206.13,62927.38,110133.51
SF13258,Karnataka,Raichur,Wheat,Rabi,4.57,417.9,22.4,61.7,8.0,7.18,23.5,150.3,90.4,85.0,Flood,268.9,6.27,0.9,2.22,10.15,22602,288776,229410.0,-59366.0,3248,3.125,41.9,-12990.37,63189.5,50199.12
SF13259,Andhra Pradesh,Nalgonda,Sugarcane,Kharif,9.53,701.8,33.5,69.7,5.6,6.31,33.1,139.7,61.4,115.3,Flood,202.6,6.81,0.68,58.73,559.7,3629,718819,2031151.0,1312332.0,25269,22.15,48.2,137705.35,75426.97,213132.32
SF13260,Punjab,Ludhiana,Groundnut,Kharif,9.01,887.4,27.9,75.9,8.3,7.78,27.2,85.6,60.0,115.5,Rainfed,190.9,5.93,0.98,0.41,3.69,59281,540986,218747.0,-322239.0,2229,1.655,50.0,-35764.59,60042.84,24278.25
SF13261,Maharashtra,Guntur,Rice,Kharif,0.89,918.3,31.8,80.9,6.9,6.96,36.6,140.1,58.5,102.4,Drip,190.7,6.23,0.87,3.86,3.44,22663,70538,77961.0,7423.0,1129,3.047,62.1,8340.45,79256.18,87596.63
SF13262,Madhya Pradesh,Krishna,Groundnut,Rabi,5.25,479.1,29.3,40.7,8.3,6.23,23.4,165.9,58.0,43.7,Flood,98.1,5.47,0.98,1.61,8.45,66744,316659,563987.0,247328.0,3379,2.501,39.8,47110.1,60316.0,107426.1
SF13263,Karnataka,Rajkot,Pulses,Rabi,12.08,442.9,28.7,57.2,7.0,6.98,22.0,99.7,33.1,130.8,Flood,152.4,5.73,0.7,1.29,15.58,62437,634334,972768.0,338434.0,4856,3.208,60.0,28016.06,52511.09,80527.15
SF13264,Andhra Pradesh,Raichur,Pulses,Rabi,7.24,291.8,21.8,47.4,8.9,7.25,29.9,93.9,66.2,130.5,Rainfed,188.5,2.4,0.71,0.63,4.56,73905,524858,337007.0,-187851.0,1674,2.724,48.2,-25946.27,72494.2,46547.93
SF13265,Madhya Pradesh,Guntur,Chilli,Rabi,0.88,458.2,23.7,59.7,8.5,7.78,15.9,105.1,37.9,77.5,Rainfed,211.0,6.3,0.91,0.45,0.4,115240,46705,46096.0,-609.0,345,1.159,31.7,-692.05,53073.86,52381.82
SF13266,Andhra Pradesh,Warangal,Groundnut,Kharif,2.84,632.3,26.8,66.6,7.3,6.54,32.4,134.4,78.6,119.6,Sprinkler,191.6,5.72,0.79,3.02,8.58,53413,208089,458284.0,250195.0,1307,6.565,44.3,88096.83,73270.77,161367.61
SF13267,Punjab,Erode,Maize,Rabi,12.24,506.9,25.7,48.5,8.1,7.4,30.0,135.3,60.5,86.7,Rainfed,187.7,4.62,0.79,1.96,23.99,22664,793612,543709.0,-249903.0,3887,6.172,35.7,-20416.91,64837.58,44420.67
SF13268,Karnataka,Nashik,Maize,Kharif,6.89,545.0,24.2,75.3,8.0,7.26,31.5,119.3,40.0,86.9,Sprinkler,117.0,4.79,0.85,2.72,18.74,20560,346486,385294.0,38808.0,3155,5.94,48.8,5632.51,50288.24,55920.75
SF13269,Maharashtra,Erode,Maize,Rabi,2.61,371.6,25.1,65.7,6.1,6.16,23.1,143.7,37.2,78.3,Flood,223.6,6.51,0.75,2.82,7.36,18747,236278,137978.0,-98300.0,1789,4.114,27.7,-37662.84,90527.97,52865.13
SF13270,Gujarat,Ludhiana,Pulses,Kharif,2.01,799.9,28.1,70.0,6.0,7.17,40.8,109.3,56.4,184.0,Sprinkler,265.5,6.44,0.67,1.44,2.89,67718,157024,195705.0,38681.0,798,3.622,60.9,19244.28,78121.39,97365.67
SF13271,Madhya Pradesh,Warangal,Chilli,Kharif,4.99,645.1,26.5,73.0,9.2,7.25,36.1,156.5,58.9,102.8,Sprinkler,246.9,4.17,0.89,2.06,10.28,92335,405162,949204.0,544042.0,3039,3.383,55.4,109026.45,81194.79,190221.24
SF13272,Karnataka,Warangal,Chilli,Rabi,9.6,826.2,26.1,57.1,8.8,6.1,30.8,98.9,46.2,107.2,Flood,252.2,2.62,0.66,1.53,14.69,102025,795267,1498747.0,703480.0,6824,2.153,58.1,73279.17,82840.31,156119.48
SF13273,Gujarat,Erode,Sugarcane,Kharif,11.86,1056.3,28.3,76.1,6.9,7.41,26.2,90.3,46.8,90.3,Rainfed,40.0,5.38,0.71,32.66,387.35,3435,564752,1330547.0,765795.0,11644,33.266,70.9,64569.56,47618.21,112187.77
SF13274,Madhya Pradesh,Rajkot,Cotton,Rabi,11.06,538.4,19.8,53.8,6.4,6.46,22.1,169.2,62.7,130.9,Flood,259.9,1.33,0.94,1.74,19.24,68706,817439,1321903.0,504464.0,10683,1.801,48.9,45611.57,73909.49,119521.07
SF13275,Punjab,Krishna,Rice,Rabi,6.2,270.5,22.4,45.0,7.3,6.16,20.8,116.4,32.1,168.5,Flood,134.6,6.76,0.84,1.86,11.53,23982,487019,276512.0,-210507.0,13199,0.874,50.3,-33952.74,78551.45,44598.71
SF13276,Gujarat,Warangal,Sugarcane,Kharif,0.91,823.6,24.0,70.7,6.2,6.21,32.4,125.9,62.8,133.3,Rainfed,128.1,7.04,0.91,57.32,52.16,3287,50392,171450.0,121058.0,926,56.328,44.4,133030.77,55375.82,188406.59
SF13277,Gujarat,Ludhiana,Maize,Kharif,12.09,1015.0,30.5,80.1,6.4,6.86,22.5,135.3,82.2,152.8,Drip,327.4,2.58,0.76,4.16,50.29,21237,1006054,1068009.0,61955.0,5650,8.901,79.8,5124.48,83213.73,88338.21
SF13278,Tamil Nadu,Warangal,Cotton,Kharif,12.33,894.7,29.4,64.9,5.7,6.26,32.5,89.9,71.4,138.2,Rainfed,183.2,5.95,0.76,1.2,14.8,67531,773741,999459.0,225718.0,5509,2.687,44.5,18306.41,62752.72,81059.12
SF13279,Madhya Pradesh,Warangal,Rice,Rabi,7.1,532.0,20.2,65.9,8.2,7.07,17.2,132.5,52.1,113.7,Rainfed,206.9,6.49,0.77,2.81,19.95,23592,446566,470660.0,24094.0,5011,3.981,30.4,3393.52,62896.62,66290.14
SF13280,Tamil Nadu,Krishna,Sugarcane,Kharif,11.47,723.1,29.7,74.3,7.7,6.99,32.3,138.2,56.1,102.1,Flood,158.8,4.56,0.72,69.8,800.61,2832,927158,2267328.0,1340170.0,31776,25.195,51.0,116841.33,80833.3,197674.63
SF13281,Andhra Pradesh,Guntur,Sugarcane,Kharif,8.63,1107.2,29.1,57.3,6.5,7.35,34.2,156.6,59.3,129.7,Rainfed,204.7,3.55,0.87,32.36,279.27,4224,533843,1179636.0,645793.0,9608,29.066,62.1,74831.17,61858.98,136690.15
SF13282,Telangana,Indore,Pulses,Zaid,12.26,499.4,31.1,61.6,7.3,6.33,27.5,109.0,31.9,135.1,Flood,176.2,3.16,0.75,0.83,10.18,68073,718291,692983.0,-25308.0,6381,1.595,52.2,-2064.27,58588.17,56523.9
SF13283,Madhya Pradesh,Rajkot,Groundnut,Rabi,14.6,365.1,21.2,71.7,6.1,6.8,15.8,121.7,42.0,129.0,Sprinkler,201.4,6.03,0.7,1.72,25.11,45179,1013368,1134445.0,121077.0,7561,3.321,33.6,8292.95,69408.77,77701.71
SF13284,Madhya Pradesh,Krishna,Wheat,Zaid,4.28,105.4,33.9,48.9,6.1,6.27,18.9,90.1,46.9,136.4,Flood,129.2,7.22,0.73,1.42,6.08,19211,242581,116803.0,-125778.0,2553,2.382,32.5,-29387.38,56677.8,27290.42
SF13285,Karnataka,Guntur,Cotton,Rabi,4.32,301.3,26.9,54.7,8.4,6.01,29.0,171.3,33.7,100.7,Drip,212.0,5.92,0.77,1.18,5.1,75776,332868,386458.0,53590.0,2870,1.777,42.6,12405.09,77052.78,89457.87
SF13286,Tamil Nadu,Raichur,Cotton,Rabi,9.04,649.1,22.2,57.4,6.1,6.71,24.3,140.7,55.3,112.6,Drip,191.1,2.74,0.88,2.0,18.08,60461,643147,1093135.0,449988.0,6782,2.666,41.4,49777.43,71144.58,120922.01
SF13287,Madhya Pradesh,Nalgonda,Rice,Rabi,2.44,437.7,21.4,65.1,8.8,5.59,23.0,67.8,54.6,99.1,Flood,234.6,5.1,0.79,0.65,1.59,20774,178162,33031.0,-145131.0,4605,0.345,35.0,-59479.92,73017.21,13537.3
SF13288,Karnataka,Erode,Maize,Kharif,13.6,991.8,35.4,76.6,6.0,7.74,22.2,94.5,91.2,118.7,Flood,188.4,2.86,0.92,1.01,13.74,19876,836959,273096.0,-563863.0,10336,1.329,70.1,-41460.51,61541.1,20080.59
SF13289,Karnataka,Krishna,Maize,Zaid,7.03,200.4,28.1,50.8,7.6,5.26,25.2,220.0,63.0,145.7,Flood,118.0,1.3,0.72,0.3,2.11,18354,402096,38727.0,-363369.0,5307,0.398,40.7,-51688.34,57197.16,5508.82
SF13290,Karnataka,Guntur,Sugarcane,Zaid,11.78,282.1,27.9,45.9,6.6,6.16,28.6,47.6,66.1,124.2,Drip,175.1,5.17,0.73,40.61,478.39,3340,733550,1597823.0,864273.0,17877,26.76,35.0,73367.83,62270.8,135638.62
SF13291,Telangana,Guntur,Wheat,Rabi,0.82,467.6,23.3,65.7,11.0,6.9,30.5,176.5,30.4,152.2,Sprinkler,208.5,3.27,1.0,3.34,2.74,21939,47791,60113.0,12322.0,402,6.816,45.7,15026.83,58281.71,73308.54
SF13292,Punjab,Krishna,Groundnut,Kharif,7.43,844.2,27.5,83.0,6.7,7.49,24.7,116.1,58.6,112.1,Sprinkler,208.3,6.64,0.67,1.1,8.17,55905,494365,456744.0,-37621.0,3662,2.231,47.5,-5063.39,66536.34,61472.95
SF13293,Tamil Nadu,Nalgonda,Pulses,Rabi,1.25,407.0,22.7,59.7,8.4,7.15,25.3,120.5,72.3,105.0,Drip,235.8,9.28,0.73,1.04,1.3,63273,102441,82255.0,-20186.0,406,3.202,31.0,-16148.8,81952.8,65804.0
SF13294,Telangana,Indore,Rice,Rabi,14.74,473.1,20.4,52.8,7.2,5.91,16.4,95.8,71.8,93.7,Flood,176.5,4.68,0.99,1.49,21.96,20995,979151,461050.0,-518101.0,31373,0.7,36.5,-35149.32,66428.15,31278.83
SF13295,Madhya Pradesh,Rajkot,Groundnut,Kharif,5.82,720.0,29.1,66.1,6.8,6.05,24.4,124.7,57.5,86.1,Flood,268.7,3.97,0.77,1.4,8.15,52551,439735,428291.0,-11444.0,3647,2.235,37.3,-1966.32,75555.84,73589.52
SF13296,Maharashtra,Indore,Groundnut,Kharif,2.41,967.8,21.4,63.1,6.2,6.4,26.7,125.7,54.5,106.9,Rainfed,109.9,5.27,0.98,1.52,3.66,42179,136152,154375.0,18223.0,718,5.097,55.1,7561.41,56494.61,64056.02
SF13297,Karnataka,Raichur,Chilli,Kharif,12.78,647.6,27.4,66.2,6.9,6.52,29.1,135.3,31.0,110.6,Sprinkler,126.8,5.26,0.91,2.73,34.89,84544,868531,2949740.0,2081209.0,7165,4.87,36.4,162848.9,67960.17,230809.08
SF13298,Madhya Pradesh,Nashik,Rice,Kharif,4.3,954.2,26.1,86.5,5.5,6.5,23.6,156.2,36.4,133.4,Flood,179.2,5.13,0.87,3.73,16.04,23596,267266,378480.0,111214.0,8536,1.879,53.5,25863.72,62154.88,88018.6
SF13299,Punjab,Nashik,Wheat,Kharif,4.79,841.3,29.2,75.8,7.8,5.69,26.0,162.5,41.4,124.8,Flood,192.5,4.11,0.68,1.09,5.22,24459,328863,127676.0,-201187.0,2875,1.816,58.2,-42001.46,68656.16,26654.7
SF13300,Karnataka,Indore,Chilli,Rabi,8.97,500.7,24.0,70.3,7.7,6.14,21.5,118.2,94.2,141.7,Drip,211.5,8.03,0.72,2.07,18.57,125699,617179,2334230.0,1717051.0,4558,4.074,32.0,191421.52,68804.79,260226.31
SF13301,Telangana,Nalgonda,Wheat,Kharif,11.66,867.9,29.8,84.9,7.3,6.75,36.4,131.2,80.4,128.7,Sprinkler,229.4,8.03,0.95,4.0,46.64,20234,871570,943714.0,72144.0,6509,7.165,48.8,6187.31,74748.71,80936.02
SF13302,Tamil Nadu,Ludhiana,Cotton,Rabi,5.89,297.7,27.8,63.2,7.9,7.24,21.3,163.7,43.6,143.2,Rainfed,265.0,5.82,0.71,1.04,6.13,58859,423672,360806.0,-62866.0,2345,2.614,39.8,-10673.34,71930.73,61257.39
SF13303,Tamil Nadu,Erode,Chilli,Rabi,5.69,94.7,24.2,65.2,8.3,6.23,23.2,138.0,56.6,90.5,Flood,131.0,6.04,0.8,1.48,8.42,99819,409798,840476.0,430678.0,4479,1.88,37.1,75690.33,72020.74,147711.07
SF13304,Andhra Pradesh,Rajkot,Chilli,Rabi,3.25,351.5,20.6,50.1,5.9,6.54,25.7,125.9,70.7,118.1,Flood,168.6,3.08,0.67,1.96,6.37,102483,237056,652817.0,415761.0,2232,2.854,48.7,127926.46,72940.31,200866.77
SF13305,Punjab,Erode,Rice,Kharif,10.83,714.5,27.4,92.9,6.5,7.36,40.0,150.2,79.5,106.2,Sprinkler,144.2,4.72,0.86,2.78,30.11,19038,731670,573234.0,-158436.0,16298,1.847,49.3,-14629.36,67559.56,52930.19
SF13306,Karnataka,Guntur,Pulses,Kharif,5.03,1314.5,30.6,72.0,9.4,6.87,27.8,134.0,51.4,128.6,Sprinkler,238.2,3.12,0.95,1.09,5.48,73580,325508,403218.0,77710.0,2107,2.601,69.7,15449.3,64713.32,80162.62
SF13307,Telangana,Krishna,Cotton,Rabi,0.7,731.7,22.3,69.7,7.1,6.8,19.7,141.0,83.9,84.6,Sprinkler,152.7,4.7,0.95,1.81,1.27,66564,45526,84536.0,39010.0,535,2.374,49.7,55728.57,65037.14,120765.71
SF13308,Tamil Nadu,Nashik,Wheat,Rabi,4.02,176.4,24.1,64.7,8.6,6.5,25.9,138.9,72.6,85.8,Sprinkler,272.6,0.5,0.84,2.69,10.81,21124,248288,228350.0,-19938.0,2399,4.506,38.1,-4959.7,61763.18,56803.48
SF13309,Punjab,Raichur,Maize,Rabi,5.25,499.3,24.6,63.3,9.3,6.12,33.1,108.8,85.6,114.9,Drip,120.2,4.59,0.82,2.94,15.44,22575,338346,348558.0,10212.0,2152,7.175,54.1,1945.14,64446.86,66392.0
SF13310,Maharashtra,Krishna,Chilli,Kharif,8.2,555.5,29.2,76.9,6.8,6.8,35.4,91.6,58.2,110.7,Flood,229.2,6.47,0.81,2.53,20.75,109803,581551,2278412.0,1696861.0,6936,2.992,37.6,206934.27,70920.85,277855.12
SF13311,Gujarat,Erode,Cotton,Rabi,9.5,166.7,23.0,69.1,8.9,6.94,21.5,97.6,68.5,85.2,Rainfed,252.4,6.67,0.96,1.07,10.17,79313,723371,806613.0,83242.0,3952,2.573,33.1,8762.32,76144.32,84906.63
SF13312,Madhya Pradesh,Raichur,Rice,Rabi,0.88,494.0,22.1,50.0,6.8,8.4,23.7,139.4,51.2,112.3,Rainfed,152.5,1.65,0.8,0.3,0.26,23489,57344,6107.0,-51237.0,817,0.318,54.8,-58223.86,65163.64,6939.77
SF13313,Gujarat,Ludhiana,Groundnut,Kharif,13.18,780.9,29.2,70.2,6.5,7.01,38.2,85.3,63.4,112.7,Drip,235.2,2.52,0.97,2.27,29.92,55836,895427,1670613.0,775186.0,5277,5.67,67.1,58815.33,67938.32,126753.64
SF13314,Gujarat,Erode,Maize,Kharif,2.51,837.9,31.5,80.1,6.1,6.05,28.0,149.5,93.6,85.0,Rainfed,314.3,4.74,0.82,2.31,5.8,19645,180132,113941.0,-66191.0,837,6.93,49.5,-26370.92,71765.74,45394.82
SF13315,Tamil Nadu,Raichur,Rice,Rabi,7.71,609.7,24.7,50.4,7.6,5.21,19.3,73.0,53.1,125.3,Sprinkler,179.2,7.99,0.82,0.3,2.31,21481,547568,49621.0,-497947.0,10628,0.217,45.5,-64584.57,71020.49,6435.93
SF13316,Tamil Nadu,Guntur,Wheat,Kharif,10.21,873.5,26.6,81.0,8.1,7.64,29.6,76.7,50.1,103.9,Drip,75.1,5.47,0.74,1.25,12.76,24471,615113,312250.0,-302863.0,4848,2.632,43.9,-29663.37,60246.13,30582.76
SF13317,Telangana,Erode,Chilli,Rabi,11.18,265.7,27.7,57.8,9.2,5.48,34.9,108.7,53.0,172.7,Drip,177.2,3.6,0.87,0.36,4.02,110562,712212,444459.0,-267753.0,7287,0.552,47.5,-23949.28,63704.11,39754.83
SF13318,Karnataka,Nalgonda,Rice,Kharif,7.22,714.7,27.2,82.3,8.4,6.62,31.2,122.3,34.0,72.7,Drip,172.3,10.21,0.8,4.28,30.9,25254,521495,780349.0,258854.0,9853,3.136,31.6,35852.35,72229.22,108081.58
SF13319,Gujarat,Nashik,Maize,Zaid,14.36,314.6,34.4,61.5,8.4,5.98,19.9,111.3,77.7,124.2,Drip,370.4,4.1,0.82,1.33,19.1,24911,1227591,475800.0,-751791.0,7422,2.573,59.1,-52353.13,85486.84,33133.7
SF13320,Punjab,Erode,Pulses,Kharif,13.96,867.1,23.4,71.9,7.2,7.65,32.1,168.4,41.5,125.5,Sprinkler,200.5,1.14,0.93,0.51,7.12,77778,907101,553779.0,-353322.0,5618,1.267,57.6,-25309.6,64978.58,39668.98
SF13321,Maharashtra,Warangal,Wheat,Rabi,14.86,597.2,26.4,68.2,6.3,7.04,28.0,79.1,56.3,94.5,Sprinkler,258.1,3.92,0.9,2.66,39.53,25484,912475,1007383.0,94908.0,7268,5.439,51.4,6386.81,61404.78,67791.59
SF13322,Maharashtra,Warangal,Wheat,Kharif,7.29,563.9,33.0,74.7,8.0,6.05,39.3,138.5,52.0,124.7,Flood,103.6,3.65,0.86,1.91,13.92,24818,412481,345467.0,-67014.0,5912,2.355,63.5,-9192.59,56581.76,47389.16
SF13323,Maharashtra,Erode,Chilli,Kharif,4.53,534.5,27.9,71.8,6.2,7.12,29.8,92.9,83.5,89.9,Rainfed,213.7,4.66,0.81,1.97,8.92,92081,248799,821363.0,572564.0,1456,6.126,41.0,126393.82,54922.52,181316.34
SF13324,Andhra Pradesh,Nalgonda,Groundnut,Rabi,8.19,717.9,20.9,55.4,7.2,7.14,25.4,111.3,37.8,113.5,Rainfed,271.1,1.0,0.97,1.53,12.53,62063,555302,777649.0,222347.0,2059,6.085,56.7,27148.6,67802.44,94951.04
SF13325,Punjab,Guntur,Groundnut,Zaid,12.63,332.4,30.1,53.1,8.4,6.9,19.5,100.4,54.0,105.8,Drip,199.3,6.35,0.7,1.33,16.8,55965,894917,940212.0,45295.0,5484,3.063,40.4,3586.3,70856.45,74442.76
SF13326,Gujarat,Ludhiana,Pulses,Zaid,13.23,547.4,30.1,48.5,7.8,6.17,20.8,67.5,61.2,112.6,Sprinkler,263.4,4.4,0.78,0.83,10.98,74887,1063587,822259.0,-241328.0,5011,2.191,47.8,-18240.97,80392.06,62151.1
SF13327,Andhra Pradesh,Warangal,Pulses,Kharif,12.83,949.5,29.9,75.6,7.0,7.46,25.4,177.2,68.8,125.3,Drip,178.3,5.53,0.73,0.76,9.75,67555,975305,658661.0,-316644.0,4455,2.189,55.4,-24679.97,76017.54,51337.57
SF13328,Andhra Pradesh,Indore,Rice,Kharif,11.66,885.7,22.7,72.0,5.7,6.88,30.0,140.5,39.6,110.7,Drip,272.1,3.85,0.88,3.52,41.04,18418,775163,755875.0,-19288.0,15287,2.685,59.7,-1654.2,66480.53,64826.33
